CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,GroupSize,IsAlone,Num,TotalSpend,HasSpent,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Side_P,Side_S,Transported,PassengerId
0.0,-0.12185919,0.0,-0.64037204,-0.64890325,2.0027745,0.612944,-0.23364209,-0.648668,1.0,-0.6693531,0.69229186,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1229_01
0.0,0.650699,0.0,1.5169858,0.5644268,-0.62488854,1.3911641,1.3509537,-0.648668,1.0,-0.77810043,0.69529134,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1230_01
1.0,0.86139673,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.99559504,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1231_01
1.0,0.51023394,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.0499687,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1232_01
0.0,0.018605944,0.0,-0.64037204,0.6346777,-0.62488854,2.393002,1.7369949,-0.014569118,0.0,-1.0499687,1.1761577,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1232_02
1.0,-0.473022,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.78781,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1233_01
0.0,-0.40278944,0.0,-0.64037204,-0.64890325,2.1466117,-0.66323394,-0.6348103,-0.648668,1.0,-0.6868304,0.7818836,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1234_01
0.0,0.22930364,0.0,0.58384687,1.39064,2.0829604,0.5426796,-0.6348103,-0.648668,1.0,-0.6848885,0.8327251,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1235_01
0.0,-0.5432546,0.0,1.7188683,0.6425233,-0.62488854,-0.41238633,-0.6348103,-0.648668,1.0,-0.66741127,0.608084,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1236_01
0.0,-0.19209176,0.0,-0.64037204,1.7175915,2.5237975,1.7700982,1.5114982,-0.014569118,0.0,-1.0480268,1.1841406,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1238_01
1.0,2.2660482,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.042201,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1238_02
0.0,0.08883851,0.0,1.7011224,0.25172517,1.2452087,0.68069524,1.0680867,-0.648668,1.0,-0.9936531,0.6821514,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1239_01
0.0,0.79116416,0.0,1.8546554,1.134482,-0.62488854,-0.66323394,0.5947883,-0.648668,1.0,-0.68294656,0.7477434,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1240_01
0.0,0.5804665,0.0,-0.64037204,2.2350333,-0.62488854,1.0570742,1.3413013,-0.648668,1.0,-1.0519106,1.1584251,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1242_01
0.0,0.86139673,0.0,-0.64037204,2.2002747,-0.62488854,1.9519066,1.9783325,-0.014569118,0.0,-1.1276454,1.2441043,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1243_01
0.0,0.22930364,0.0,2.6691153,0.8009764,0.34078875,1.4787937,-0.6348103,-0.014569118,0.0,-1.1276454,1.3052392,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1243_02
0.0,0.08883851,0.0,-0.64037204,1.1470897,-0.62488854,1.6306818,-0.6348103,-0.648668,1.0,-0.7858681,0.64603394,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1246_01
0.0,-0.12185919,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.68100464,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1248_01
0.0,-0.473022,0.0,-0.64037204,0.33749098,-0.62488854,0.830362,1.6810728,-0.648668,1.0,-0.6790627,0.60268164,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1250_01
0.0,1.7744201,0.0,1.7690448,-0.64890325,1.7334056,-0.66323394,0.7787939,-0.014569118,0.0,-1.0596783,0.7667292,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1254_01
0.0,-0.12185919,0.0,-0.04908052,-0.64890325,2.017341,1.3047886,-0.6348103,-0.014569118,0.0,-0.6771208,0.75430083,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1254_02
1.0,1.633955,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-0.6751789,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1255_01
1.0,-0.96465,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-0.6751789,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1255_02
0.0,-0.12185919,0.0,1.9875882,-0.64890325,-0.35551968,0.20455624,0.20599951,-0.648668,1.0,-0.9664663,0.79188395,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1256_01
0.0,0.08883851,0.0,-0.64037204,2.1483805,1.5785242,2.0366921,2.4744427,-0.648668,1.0,-1.1257035,1.3623767,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1258_01
0.0,-0.68371975,0.0,-0.64037204,-0.64890325,1.8738105,-0.66323394,1.1774174,-0.648668,1.0,-0.67323697,0.64746106,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1259_01
1.0,-0.473022,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.7839262,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1260_01
0.0,1.0018619,0.0,2.0120528,2.0953815,-0.62488854,0.75968045,2.1939795,-0.648668,1.0,-1.0499687,1.242325,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1261_01
0.0,-0.26232433,0.0,1.9274404,-0.41235363,1.009127,-0.66323394,0.019466896,-0.648668,1.0,-0.67129505,0.76070344,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1263_01
0.0,1.5637224,0.0,-0.64037204,-0.41235363,-0.62488854,0.7667078,1.8673482,-0.648668,1.0,-0.9917112,0.72061884,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1264_01
1.0,0.36976877,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.77421665,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1267_01
0.0,-0.5432546,0.0,2.16423,-0.64890325,0.45258692,-0.66323394,-0.38170135,-0.648668,1.0,-0.9897693,0.9201332,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1269_01
1.0,-0.5432546,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.77810043,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1271_01
0.0,-0.40278944,0.0,-0.64037204,-0.64890325,-0.62488854,1.7373415,-0.6348103,-0.648668,1.0,-0.66741127,0.6467485,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1273_01
0.0,0.650699,0.0,-0.64037204,-0.64890325,1.8558514,0.68069524,1.2490655,-0.648668,1.0,-0.6518759,0.662346,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1274_01
1.0,0.08883851,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.7761585,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1278_01
1.0,0.15907107,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-1.0480268,-1.1518679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1279_01
0.0,1.0720944,0.0,-0.64037204,1.1213907,1.7767718,-0.66323394,-0.6348103,-0.648668,1.0,-0.64605016,0.6089057,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1280_01
1.0,-1.0348825,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.7703328,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1281_01
1.0,-0.75395226,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.77421665,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1282_01
0.0,-0.68371975,0.0,0.07453604,-0.64890325,-0.35551968,1.7152529,-0.6348103,-0.648668,1.0,-0.7683909,0.63284034,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1283_01
1.0,-0.12185919,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.66546935,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1284_01
0.0,0.51023394,0.0,1.4388655,1.4091825,0.4761467,-0.66323394,-0.6348103,-0.648668,1.0,-0.64410824,0.63133395,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1285_01
1.0,-1.3158128,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.6635274,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1286_01
1.0,-1.9479059,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.6421663,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1287_01
1.0,-1.7372082,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.6421663,-1.1518679,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1287_02
0.0,-0.5432546,0.0,1.7838547,-0.64890325,2.091287,-0.41238633,0.74702084,0.6195297,0.0,-0.6421663,0.88972163,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1287_03
0.0,-0.3325569,0.0,1.7230264,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.77227473,0.5924161,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1288_01
0.0,-1.456278,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-0.766449,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1289_01
0.0,-0.75395226,0.0,1.8108667,-0.64890325,-0.19794899,-0.66323394,0.4591085,-0.014569118,0.0,-0.766449,0.66435945,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1289_02
0.0,0.2995362,0.0,2.1049507,0.7483696,0.0005665955,-0.66323394,-0.6348103,-0.648668,1.0,-0.6402244,0.8838333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1291_01
0.0,0.15907107,1.0,-0.64037204,2.8422968,-0.08615081,1.2595973,2.3062556,-0.014569118,0.0,-1.0383172,1.6529384,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1292_01
0.0,1.0018619,0.0,1.0729293,1.3682684,1.5493121,1.7748516,0.3288654,-0.014569118,0.0,-1.0383172,0.8480937,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1292_02
0.0,-0.6134872,0.0,1.3310343,-0.64890325,-0.62488854,-0.66323394,1.6918416,-0.648668,1.0,-0.6382825,0.65997785,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1293_01
1.0,-0.051626623,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1179358,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1294_01
1.0,0.08883851,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1179358,-1.1518679,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1294_02
0.0,-0.051626623,1.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-1.1179358,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1294_03
0.0,-0.68371975,0.0,0.9151967,-0.64890325,-0.62488854,1.7177747,-0.6348103,-0.648668,1.0,-1.1451226,0.6565585,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1295_01
0.0,-0.473022,0.0,-0.64037204,-0.64890325,1.9074156,-0.014802252,-0.6348103,-0.648668,1.0,-0.6596436,0.61698824,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1299_01
0.0,-0.12185919,0.0,-0.38571665,1.2976208,-0.35551968,1.487445,0.3288654,-0.648668,1.0,-0.6577017,0.62250596,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1300_01
0.0,-0.473022,0.0,1.3395195,0.6929069,2.670629,1.1427867,1.3914852,-0.648668,1.0,-1.0577364,1.1828098,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1302_01
1.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,2.5218263,0.0,-0.9858855,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1304_01
0.0,-1.7372082,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,2.5218263,0.0,-0.9858855,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1304_02
0.0,-1.3158128,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,2.5218263,0.0,-0.9858855,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1304_03
0.0,-1.3860453,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,2.5218263,0.0,-0.9858855,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1304_04
1.0,0.5804665,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,2.5218263,0.0,-0.9858855,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1304_05
0.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,2.5218263,0.0,-0.9858855,-1.1518679,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1304_06
0.0,1.0720944,0.0,-0.64037204,2.1697936,-0.35551968,1.8406184,1.6453038,-0.014569118,0.0,-1.0363753,1.1778738,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1306_01
0.0,-1.2455803,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-1.0363753,-1.1518679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1306_02
1.0,-0.473022,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.7703328,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1307_01
1.0,0.79116416,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,1.2536286,0.0,-1.1451226,-1.1518679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1308_01
0.0,0.08883851,0.0,1.4284793,2.1160514,-0.62488854,2.5957472,2.2251208,1.2536286,0.0,-0.96258247,1.4414048,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1308_02
0.0,0.5804665,0.0,-0.64037204,1.4283242,-0.62488854,2.2574866,0.075756416,1.2536286,0.0,-0.96258247,1.0717793,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1308_03
1.0,-0.19209176,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,1.2536286,0.0,-0.96258247,-1.1518679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1308_04
0.0,-0.68371975,0.0,-0.64037204,-0.09965202,1.2017987,-0.66323394,1.7424695,-0.648668,1.0,-0.6324568,0.65552425,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1309_01
0.0,1.9851178,0.0,-0.64037204,1.7043794,-0.35551968,2.415399,0.8218034,-0.648668,1.0,-1.044143,1.2065428,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1310_01
0.0,-1.9479059,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.63051486,-1.1518679,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1311_01
0.0,-0.82418483,0.0,1.8782371,0.6722176,1.5825238,-0.66323394,-0.6348103,0.6195297,0.0,-0.63051486,0.7897869,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1311_02
0.0,-0.19209176,0.0,2.142257,-0.09965202,0.0005665955,-0.66323394,1.7154083,0.6195297,0.0,-1.0616202,0.97794336,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1311_03
1.0,-0.5432546,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.7683909,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1312_01
1.0,-0.051626623,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.014569118,0.0,-0.96064055,-1.1518679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1316_01
0.0,0.51023394,0.0,-0.64037204,1.6522328,-0.62488854,2.394012,1.008336,-0.014569118,0.0,-0.96064055,1.1883361,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1316_02
0.0,-0.26232433,0.0,2.235425,-0.64890325,0.6101576,-0.66323394,0.9059812,-0.648668,1.0,-0.62857294,0.98014313,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1317_01
1.0,0.79116416,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.76450706,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1322_01
1.0,-0.40278944,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.626631,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1323_01
1.0,-1.8776734,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.7586813,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1324_01
0.0,-1.3158128,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.7586813,-1.1518679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1324_02
1.0,1.0018619,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.7586813,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1324_03
1.0,-2.0181384,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.9567567,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1325_01
0.0,-0.3325569,0.0,0.9256943,1.0852225,1.6414808,-0.66323394,1.4904457,0.6195297,0.0,-0.9567567,0.6946941,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1325_02
1.0,0.9316293,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,0.6195297,0.0,-0.9567567,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1325_03
0.0,0.08883851,0.0,2.0342307,-0.64890325,-0.62488854,-0.66323394,1.9380189,-0.014569118,0.0,-0.64605016,0.9800388,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1326_01
0.0,-0.68371975,0.0,2.0483868,-0.64890325,1.5375794,-0.66323394,-0.6348103,-0.014569118,0.0,-0.64605016,0.87567556,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1326_02
1.0,-0.19209176,0.0,-0.64037204,-0.64890325,-0.62488854,-0.66323394,-0.6348103,-0.648668,1.0,-0.7606232,-1.1518679,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1328_01
0.0,1.2827921,0.0,1.5663025,-0.64890325,1.4222914,1.5548486,-0.6348103,-0.014569118,0.0,-1.0557945,0.7361927,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1330_01
0.0,-0.051626623,0.0,1.1215539,0.100941345,2.1067352,-0.41238633,0.124516614,-0.014569118,0.0,-1.0557945,0.7849012,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1330_02
